00001aa.sfi	-1.0000000000000000e+00
00001ab.sfi	-6.7718365789185692e-02
00001ac.sfi	2.8838695596735481e-02
00001ad.sfi	4.4306086103501723e-03
00001ae.sfi	-2.0292767332639935e-01
00002aa.sfi	-1.5234764493947867e-01
00002ab.sfi	-2.1571448835713916e-01
00002ac.sfi	1.8198453581469549e-02
00002ad.sfi	-8.4500113807376518e-03
00002ae.sfi	7.5286310343604824e-03
00002af.sfi	1.0675697027753485e-02
00003aa.sfi	-1.2061499837266825e-03
00003ab.sfi	4.7128734939970308e-02
00003ac.sfi	1.1005634599815360e-01
00003ad.sfi	1.7585848531246926e-02
00003ae.sfi	-1.2207045437826444e-01
00003af.sfi	9.8524542508222429e-02
00003ag.sfi	-1.0390567156617000e-02
00003ah.sfi	-6.9278765054371375e-02
00004aa.sfi	1.1908767363130944e-01
00004ab.sfi	-2.1257636089337093e-02
00004ac.sfi	1.4838600656979417e-01
00004ad.sfi	-4.0470457427921221e-02
00004ae.sfi	2.0394063328618144e-02
00004af.sfi	-4.1225205820746125e-02
00005aa.sfi	7.2699430893403749e-02
00005ab.sfi	1.0341152136162071e-01
00005ac.sfi	1.0964648843493761e-01
00005ad.sfi	9.0520846811866021e-02
00005ae.sfi	1.2792224291944457e-01
00005af.sfi	-7.8261836436824758e-02
00005ag.sfi	-1.2891869277857720e-01
00006aa.sfi	1.1296861678700612e-01
00006ab.sfi	1.0458127262539332e-01
00006ac.sfi	-2.5043631738128508e-01
00006ad.sfi	3.6315846168973015e-02
00006ae.sfi	8.2801610656652286e-02
00006af.sfi	1.2367264907297146e-02
00006ag.sfi	-4.0361957184872389e-04
00006ah.sfi	-1.1162926034632016e-01
00007aa.sfi	8.1996547883897528e-02
00007ab.sfi	-5.5969149576542088e-02
00007ac.sfi	7.8727960644167511e-02
00007ad.sfi	9.3262953986526828e-02
00007ae.sfi	-2.4357526723990417e-02
00008aa.sfi	-7.5997031788735195e-02
00008ab.sfi	6.7200245342516646e-02
00008ac.sfi	-7.8060761353535457e-02
00008ad.sfi	1.1466207646378938e-01
00009aa.sfi	-7.9984500619711102e-02
00009ab.sfi	-8.5678852652996840e-03
00009ac.sfi	-1.8944099174593415e-02
00009ad.sfi	3.5019329582455787e-02
00009ae.sfi	4.9580926912521535e-02
00009af.sfi	-7.9150137094813437e-03
00010aa.sfi	3.6690943950428732e-02
00010ab.sfi	1.6749560298840296e-01
00010ac.sfi	-8.9323972938709098e-02
00010ad.sfi	8.5245460088242880e-02
00011aa.sfi	7.4019042677553770e-02
00011ab.sfi	6.2931200672078205e-02
00011ac.sfi	-8.8086499096290197e-02
00011ad.sfi	4.3911704024576781e-02
00012aa.sfi	4.1165412934891954e-02
00012ab.sfi	-1.3941770812624599e-01
00012ac.sfi	-2.7577655158001431e-02
00012ad.sfi	-5.9649431410973758e-02
00012ae.sfi	-7.2018098755837123e-03
00012af.sfi	7.4729143399992884e-02
00013aa.sfi	1.5197513524299065e-02
00013ab.sfi	-7.0443622579639528e-02
00013ac.sfi	-8.8785883794102918e-02
00013ad.sfi	8.3479336242146693e-02
00013ae.sfi	6.0409885783837138e-02
00013af.sfi	-6.7700466754180774e-03
00014aa.sfi	8.9196288725896453e-02
00014ab.sfi	1.4437970284110549e-01
00014ac.sfi	-9.4669049350257953e-02
00014ad.sfi	-8.6296571235274816e-02
00014ae.sfi	1.3494106050486865e-01
00014af.sfi	3.8130972467655899e-02
00014ag.sfi	-1.0577964189774853e-02
00014ah.sfi	8.7482699309935560e-02
00014ai.sfi	7.2459861406236628e-02
00014aj.sfi	-5.6512155759933208e-02
00015aa.sfi	1.2510796728985666e-02
00015ab.sfi	8.4702610942301984e-02
00015ac.sfi	-3.7305012242995254e-02
00015ad.sfi	2.8970698333573661e-02
00015ae.sfi	-9.3724698657953034e-02
00015af.sfi	1.1468424823340760e-02
00015ag.sfi	-4.2177007219629914e-02
00015ah.sfi	5.6122456387668634e-02
00015ai.sfi	1.0512669929929074e-02
00016aa.sfi	-2.5496011166330338e-03
00016ab.sfi	5.2099128275769754e-03
00016ac.sfi	-8.0977060468913245e-02
00016ad.sfi	-1.2052864035525192e-01
00017aa.sfi	-9.8190740987878389e-02
00017ab.sfi	-1.8103597209357006e-02
00017ac.sfi	-5.8800232047301913e-02
00017ad.sfi	4.4054899554131235e-02
00017ae.sfi	-2.5619596827455349e-02
00018aa.sfi	-1.6184065974075106e-02
00018ab.sfi	-9.1567731003266151e-02
00018ac.sfi	-1.8607299075234743e-02
00018ad.sfi	9.0837788145216883e-02
00018ae.sfi	3.1023535366095465e-04
00018af.sfi	2.1784820237413700e-02
00019aa.sfi	2.0245997846559979e-03
00019ab.sfi	-1.4992822003638785e-02
00019ac.sfi	-3.4647748670471441e-02
00019ad.sfi	-1.4977251245551010e-01
00019ae.sfi	-4.5103828371832286e-02
00019af.sfi	1.6775327501620216e-01
00019ag.sfi	1.8804372746956746e-01
00019ah.sfi	-5.9712117064537142e-02
00020aa.sfi	-1.0641104791934659e-01
00020ab.sfi	1.5405690690101961e-01
00020ac.sfi	5.4747482963559017e-02
00020ad.sfi	-2.2272244332866568e-02
00020ae.sfi	4.7554758056498114e-02
00020af.sfi	-4.7208204863208952e-02
00021aa.sfi	-6.6324696169983693e-03
00021ab.sfi	1.1744843296458939e-02
00021ac.sfi	7.0940308918850142e-02
00021ad.sfi	-5.4874230164454911e-02
00022aa.sfi	-5.7348919855973436e-02
00022ab.sfi	6.1952957414260247e-02
00022ac.sfi	-1.3194223237967014e-02
00022ad.sfi	-9.1367218301383446e-02
00022ae.sfi	6.2765121402820895e-02
00023aa.sfi	-7.5009270492400942e-02
00023ab.sfi	-3.1368377959833556e-02
00023ac.sfi	-6.9484881333899268e-02
00023ad.sfi	8.9348160337844443e-02
00023ae.sfi	-7.8408348890401824e-02
00024aa.sfi	9.2912092398417037e-02
